"SEQ_NO","ISBN_THIRTEEN_NO","VLM_NM","TITLE_NM","AUTHR_NM","PUBLISHER_NM","PBLICTE_DE","ADTION_SMBL_NM","PRC_VALUE","IMAGE_URL","BOOK_INTRCN_CN","KDC_NM","TITLE_SBST_NM","AUTHR_SBST_NM","TWO_PBLICTE_DE","INTNT_BOOKST_BOOK_EXST_AT","PORTAL_SITE_BOOK_EXST_AT","ISBN_NO"
"5995519","9791134847142","7","도쿄 리벤저스 =Tokyo revengers","저자: Ken Wakui ;역자: 박소현","학산문화사","","07650","5000","https://bookthumb-phinf.pstatic.net/cover/176/921/17692156.jpg?type=m1&udate=20210121","최신 타임 슬립 서스펜스 제7권!! 도만 VS. 바르바라, '피의 할로윈' 개막!! 항쟁은 느닷없이마이키 VS. 카즈토라,드라켄 VS. 한마 구도의 수장들의 격돌로!! 「카즈토라를 마이키가 죽여버린다」.현대에서 알게 된 충격적 진실! 타케미치는 이번에야말로 과거를 바꿀 수 있을까?!","830","도쿄리벤저스tokyorevengers","저자kenwakui역자박소현","2020-12-09","Y","Y",""
"6289176","9791134870690","8","도쿄 리벤저스 =Tokyo revengers","저자: Ken Wakui ;역자: 박소현","학산문화사","","07650","5000","https://bookthumb-phinf.pstatic.net/cover/181/235/18123541.jpg?type=m1&udate=20210323","","830","도쿄리벤저스tokyorevengers","저자kenwakui역자박소현","20210302","Y","Y",""
"6047067","9791134886943","10","도쿄 리벤저스 =Tokyo revengers","저자: Ken Wakui ;역자: 박소현","학산문화사","","07650","5000","https://image.aladin.co.kr/product/27546/50/cover/k152733491_1.jpg","중학교 때 까지는 잘나가던 불량 타케미치는 어떤 사건을 계기로 미생으로 전락하고 만다. 그렇게 평소처럼 미생의 삶을 살던 그. 누군가에게 떠밀려 전철에 치여 죽을 뻔하던 날, 12년 전으로 타임슬립하고 만다.","830","도쿄리벤저스tokyorevengers","저자kenwakui역자박소현","2021-07-14","","",""
"6085192","9791134890841","11","도쿄 리벤저스 =Tokyo revengers","저자: Ken Wakui ;역자: 박소현","학산문화사","","07650","5000","https://image.aladin.co.kr/product/27833/86/cover/k762734674_1.jpg","중학교 때 까지는 잘나가던 불량 타케미치는 어떤 사건을 계기로 미생으로 전락하고 만다. 그렇게 평소처럼 미생의 삶을 살던 그. 누군가에게 떠밀려 전철에 치여 죽을 뻔하던 날, 12년 전으로 타임슬립하고 만다.","830","도쿄리벤저스tokyorevengers","저자kenwakui역자박소현","2021-08-24","","",""
"6307536","9791134882839","9","도쿄 리벤저스 =Tokyo revengers","저자: Ken Wakui ;역자: 박소현","학산문화사","","07650","5000","https://image.aladin.co.kr/product/27210/40/cover/k662732195_1.jpg","중학교 때 까지는 잘나가던 불량 타케미치는 어떤 사건을 계기로 미생으로 전락하고 만다. 그렇게 평소처럼 미생의 삶을 살던 그. 누군가에게 떠밀려 전철에 치여 죽을 뻔하던 날, 12년 전으로 타임슬립하고 만다.","830","도쿄리벤저스tokyorevengers","저자kenwakui역자박소현","2021-05-25","","",""
"5479180","9788997143290","","너의 바다가 되어줄게 ","임우석 지음","푸른복지","","94330","","","","338.04","너의바다가되어줄게","임우석지음","","Y","Y",""
"5524298","9788997143191","","꿈을 꾸는 꿈 ","박현진 지음","푸른복지","","","","","","338.04","꿈을꾸는꿈","박현진지음","","Y","Y",""
"5479195","9788997143399","","꿈을 꾸는 꿈 ","박현진 지음","푸른복지","","94330","","","","338.04","꿈을꾸는꿈","박현진지음","","Y","Y",""
"5479637","9791195227709","","김수헌 굽은길도 바로간다! :북구토박이 김수헌의 가슴속 진솔한 삶의 이야기 ","김수헌 지음","세문당","","03800","","","","818","김수헌굽은길도바로간다북구토박이김수헌의가슴속진솔한삶의이야기","김수헌지음","","Y","Y",""
"5479639","9791196674007","","(2019) 마음을 담은책 :7번째 이야기 ","세명대학교 민송도서관 [편]","세명대학교 민송도서관","","03810","","","","029.52","2019마음을담은책7번째이야기","세명대학교민송도서관편","","Y","Y",""
