"SEQ_NO","ISBN_THIRTEEN_NO","VLM_NM","TITLE_NM","AUTHR_NM","PUBLISHER_NM","PBLICTE_DE","ADTION_SMBL_NM","PRC_VALUE","IMAGE_URL","BOOK_INTRCN_CN","KDC_NM","TITLE_SBST_NM","AUTHR_SBST_NM","TWO_PBLICTE_DE","INTNT_BOOKST_BOOK_EXST_AT","PORTAL_SITE_BOOK_EXST_AT","ISBN_NO"
"6357273","9791168410640","","서로 다른 계절의 여행 - 인생의 여행길에서 만난 노시인과 청년화가의 하모니","나태주 (지은이), 유라 (그림)","북폴리오","","","15000","https://image.aladin.co.kr/product/28459/13/cover/k252835828_1.jpg","* 나태주 쓰고, 유라 그리다시인 나태주와 배우 유라의 합작 시화집 《서로 다른 계절의 여행》* 노년의 시인과 청년의 화가, 서로 다른 인생의 계절을 사는 두 예술가의 만남이들이 각각 시와 그림으로 표현하는 계절과 여행과 인생에 대한 이야기시인 나태주가 여행하는 계절에화가가 된 유라가 발걸음을... ","","","","2021-12-22","","",""
"6357274","9791190779463","","참 신기한 변화 이야기","애나 클레이본 (지은이), 새라 에드먼즈 (그림), 권루시안 (옮긴이)","진선아이","","","15000","https://image.aladin.co.kr/product/28458/91/cover/k682835727_1.jpg","우주의 탄생에서부터 지구, 생물, 인간의 삶까지 세상 속 수많은 변화 과정을 소개하는 과학책이다. 끊임없이 변화하는 우주와 자연, 생물에 관한 흥미진진한 과학 지식을 지질학, 생물학, 생태학 등을 망라하여 아름다운 일러스트와 함께 매혹적으로 담아냈다.","","","","2021-12-14","","",""
"6357275","9791186372906","","저는 이곳에 있지 않을 거예요","앤 섹스턴 (지은이), 신해경 (옮긴이)","봄날의책","","","28000","https://image.aladin.co.kr/product/28458/83/cover/k322835727_1.jpg","1928년 태어나 1974년 마흔다섯의 나이에 자살로 생을 마감한 미국 시인 앤 섹스턴은 지금도 여전히 활발하게 읽히고 연구되는 20세기 대표 시인이다. 시인은 기존의 시가 금기시하던 소재와 주제를 과감하게 다룸으로써 시의 영역을 크게 넓혔다.","","","","2021-11-26","","",""
"6357276","9788954683814","","한국사진사","박주석 (지은이)","문학동네","","","55000","https://image.aladin.co.kr/product/28458/58/cover/8954683819_1.jpg","한국사진의 역사가 곧 한국 근현대사가 되는 순간을 포착하는 것은 물론, 과거와 현재가 동양과 서양이 미시와 거시가 끊임없이 교통하며 이룩해낸 사진의 다층적 의미를 분석하며 한국사진의 독자적인 존재론으로까지 나아간다.","","","","2021-11-30","","",""
"6357277","9788943314262","","아프리카 동물","마리 니콜라 (지은이), 마티아스 프리망 (그림), 이충호 (옮긴이)","보림","","","15000","https://image.aladin.co.kr/product/28458/45/cover/8943314264_1.jpg","아프리카 대륙에는 아주 다양한 동식물이 살지만 불행하게도 20세기 초 이후 많은 동물의 수가 크게 줄어들었다. 그 이유에는 사냥, 밀렵, 야생 동물의 밀거래, 삼림 파괴, 내전, 질병 등 여러 가지가 있다. 그래서 현재 멸종 위기종이 아주 많다.","","","","2021-12-04","","",""
"6357278","9788943314286","","거대 바다 동물 - ZOOM 동물백과","엘리자베트 뒤몽 르 코르네 (지은이), 마티아스 프리망 (그림), 이충호 (옮긴이)","보림","","","15000","https://image.aladin.co.kr/product/28458/41/cover/8943314280_1.jpg","바닷속으로 탐험을 떠나요!우리들이 한 번도 만나지 못했던거대한 바다 동물 20종을 만날 수 있어요. 범고래, 혹등고래, 큰돌고래, 대왕오징어, 돌묵상어,그리고 무시무시한 백상아리도 빼놓을 수 없지요! 이 책에서 동물을 구별하는 방법을 알아보고, 아주 새롭고 놀라운 정보들을 통해동물에 관한 지식을 가득... ","","","","2021-12-04","","",""
"6357279","9788934980162","","주사기 형제가 알려 주는 의외로 할 말 많은 몸속 도감","우에타니 부부 (지은이), 양지연 (옮긴이), 다케우치 슈지, 박강휘 (감수)","주니어김영사","","","13800","https://image.aladin.co.kr/product/28458/39/cover/8934980168_1.jpg","동글동글 귀여운 캐릭터가 길잡이로 등장해 조용하지만 치열한, 일 분 일 초도 허투루 쓰지 않는 우리 몸속을 꼼꼼히 안내한다. 각 장은 뼈와 근육, 소화계, 신경계, 호흡계, 순환계 등 전문 해부학 영역에 따라 나누어 소개하고 있으며, 다채로운 캐릭터와 일러스트, 만화를 활용했다.","","","","2021-12-08","","",""
"6357280","9788943314279","","공룡 - ZOOM 동물백과","에릭 마티베 (지은이), 올리비에-마르크 나델 (그림), 이충호 (옮긴이)","보림","","","15000","https://image.aladin.co.kr/product/28458/37/cover/8943314272_1.jpg","먼 과거로 탐험을 떠난다. 우리들이 한 번도 만나지 못했던 쥐라기와 백악기의 공룡 20종을 만날 수 있다. 디플로도쿠스, 벨로키랍토르, 스테고사우루스, 시조새, 물론 유명한 티라노사우루스도 빼놓을 수 없다.","","","","2021-12-04","","",""
"6357281","9791159923524","","칼 라르손의 나의 집 나의 가족","칼 라르손 (지은이), 폴리 로슨, 배수연 (글), 김희정 (옮긴이)","알마","","","18000","https://image.aladin.co.kr/product/28458/36/cover/k112835726_1.jpg","우리에게 북유럽 디자인의 창시자로 잘 알려진 칼 라르손의 &lt;칼 라르손의 나의 집 나의 가족&gt;. 이 책은 칼 라르손이 평생에 걸쳐 그림으로 기록한 집과 가족에 대한 사랑 이야기다. 화가이자 디자이너였던 칼 라르손은 스웨덴의 호적한 마을 순드본에서 그의 아내 카린 그리고 여덟 자녀들이 함께 가꾸고... ","","","","2021-12-15","","",""
"6357282","9791196696078","","배우 배두나","백은하 (지은이)","백은하배우연구소","","","66000","https://image.aladin.co.kr/product/28458/23/cover/k512835725_1.jpg","前 無 後 無 전ㆍ무ㆍ후ㆍ무ㆍ 배우 배두나에 관한 가장 입체적 보고서경계를 모르는 배우이자 시대의 아이콘으로 23년간 자리를 지켜온 배두나. 『배우 배두나』 는 예술-영화 서적 베스트셀러 『배우 이병헌』을 잇는 액톨로지 시리즈 2편으로 총 316페이지를 통해 배두나의 모든 것을 만날 수 있는 책이다.... ","","","","2021-12-06","","",""
