"SEQ_NO","ISBN_THIRTEEN_NO","VLM_NM","TITLE_NM","AUTHR_NM","PUBLISHER_NM","PBLICTE_DE","ADTION_SMBL_NM","PRC_VALUE","IMAGE_URL","BOOK_INTRCN_CN","KDC_NM","TITLE_SBST_NM","AUTHR_SBST_NM","TWO_PBLICTE_DE","INTNT_BOOKST_BOOK_EXST_AT","PORTAL_SITE_BOOK_EXST_AT","ISBN_NO"
"1674447","9788982650420","","언어영역 실력편:천기누설-휘어잡기","안학서;황재웅 공저","한서출판사","","53710","9500","https://bookthumb-phinf.pstatic.net/cover/029/151/02915157.jpg?type=m1&udate=20070702","","710","언어영역실력편천기누설휘어잡기","안학서황재웅공저","2000-01-03","Y","Y","8982650423"
"1674398","9788988519189","","(영인)공통사회<하> 한국지리","김남형;유창호 [공]저","영인기획","","53330","6000","","","980","영인공통사회하한국지리","김남형유창호공저","1999-02-14","Y","Y","8988519183"
"5075791","9788988519196","","(영인)공통사회<하> 한국지리","김남형;유창호 [공]저","영인기획","","53330","6000","","","980","영인공통사회하한국지리","김남형유창호공저","1999-02-14","Y","Y","8988519191"
"1674463","9788982650406","","수리영역 공통수학","김태식;문상영 [공]지음","한서출판사","","53410","9500","https://bookthumb-phinf.pstatic.net/cover/021/064/02106491.jpg?type=m1&udate=20150507","","410","수리영역공통수학","김태식문상영공지음","2001-01-01","Y","Y","8982650407"
"1674473","9788952805652","1-4/","Pretty angel","Miwa Ueda 저;주진언 역","대원","","47650","","","","830","prettyangel","miwaueda저주진언역","","Y","Y","8952805658(세트)"
"5075816","9788952805645","1-4/","Pretty angel","Miwa Ueda 저;주진언 역","대원","","47650","3000","https://bookthumb-phinf.pstatic.net/cover/013/976/01397646.jpg?type=m1&udate=20130704","","830","prettyangel","miwaueda저주진언역","2000-08-08","Y","Y","895280564X"
"5075817","9788952807106","1-4/","Pretty angel","Miwa Ueda 저;주진언 역","대원","","47650","3000","https://bookthumb-phinf.pstatic.net/cover/013/980/01398070.jpg?type=m1&udate=20130704","","830","prettyangel","miwaueda저주진언역","2000-06-20","Y","Y","8952807103"
"5075818","9788952808240","1-4/","Pretty angel","Miwa Ueda 저;주진언 역","대원","","47650","3000","https://bookthumb-phinf.pstatic.net/cover/013/980/01398069.jpg?type=m1&udate=20130704","","830","prettyangel","miwaueda저주진언역","2000-07-01","Y","Y","895280824X"
"5075819","9788952809599","1-4/","Pretty angel","Miwa Ueda 저;주진언 역","대원","","47650","3000","https://bookthumb-phinf.pstatic.net/cover/013/982/01398249.jpg?type=m1&udate=20130704","","830","prettyangel","miwaueda저주진언역","2000-08-01","Y","Y","8952809599"
"1674475","9788952807175","1-2/","Crazy lovers no.6","Satoru Hiura 저;주진언 역","대원","","47650","","","","830","crazyloversno6","satoruhiura저주진언역","","Y","Y","8952807170(세트)"
"5075822","9788952807168","1-2/","Crazy lovers no.6","Satoru Hiura 저;주진언 역","대원","","47650","3000","https://bookthumb-phinf.pstatic.net/cover/019/080/01908067.jpg?type=m1&udate=20140904","","830","crazyloversno6","satoruhiura저주진언역","2000-06-01","Y","Y","8952807162"
"5075823","9788952808356","1-2/","Crazy lovers no.6","Satoru Hiura 저;주진언 역","대원","","47650","3000","https://bookthumb-phinf.pstatic.net/cover/019/081/01908109.jpg?type=m1&udate=20140904","","830","crazyloversno6","satoruhiura저주진언역","2000-07-01","Y","Y","8952808355"
"1674491","9788953000728","1-2/","(매지컬 체이서)Aki","Emiko Sugi 저;주진언 역","세주문화","","47830","","","","830","매지컬체이서aki","emikosugi저주진언역","","Y","Y","8953000726(세트)"
"5075926","9788953000735","1-2/","(매지컬 체이서)Aki","Emiko Sugi 저;주진언 역","세주문화","","47830","3000","https://bookthumb-phinf.pstatic.net/cover/013/985/01398590.jpg?type=m1&udate=20060331","","830","매지컬체이서aki","emikosugi저주진언역","2000-09-01","Y","Y","8953000734"
"1674499","9788952902139","1 - 12/","아미! 논스톱","Kitagawa Miyuki 저;최미애 역","학산문화사","","07830","","","","830","아미논스톱","kitagawamiyuki저최미애역","","Y","Y","8952902130(세트)"
"5075945","9788952902146","1","아미! 논스톱","Kitagawa Miyuki 저;최미애 역","학산문화사","","07830","3000","https://bookthumb-phinf.pstatic.net/cover/013/376/01337614.jpg?type=m1&udate=20151111","","830","아미논스톱","kitagawamiyuki저최미애역","2000-07-25","Y","Y","8952902149(1)"
"5075946","9788952902542","2","아미! 논스톱","Kitagawa Miyuki 저;최미애 역","학산문화사","","07830","3000","https://bookthumb-phinf.pstatic.net/cover/013/376/01337616.jpg?type=m1&udate=20151111","","830","아미논스톱","kitagawamiyuki저최미애역","2000-08-25","Y","Y","8952902548(2)"
"5075947","9788952903600","3","아미! 논스톱","Kitagawa Miyuki 저;최미애 역","학산문화사","","07830","3000","https://bookthumb-phinf.pstatic.net/cover/013/376/01337626.jpg?type=m1&udate=20151111","","830","아미논스톱","kitagawamiyuki저최미애역","2000-09-01","Y","Y","8952903609(3)"
"5075948","9788952904034","4","아미! 논스톱","Kitagawa Miyuki 저;최미애 역","학산문화사","","07830","3000","https://bookthumb-phinf.pstatic.net/cover/013/376/01337629.jpg?type=m1&udate=20151111","","830","아미논스톱","kitagawamiyuki저최미애역","2000-10-25","Y","Y","8952904036(4)"
"5075949","9788952904942","5","아미! 논스톱","Kitagawa Miyuki 저;최미애 역","학산문화사","","07830","3000","https://bookthumb-phinf.pstatic.net/cover/013/376/01337633.jpg?type=m1&udate=20151111","","830","아미논스톱","kitagawamiyuki저최미애역","2000-11-01","Y","Y","895290494X(5)"
"5075950","9788952905567","6","아미! 논스톱","Kitagawa Miyuki 저;최미애 역","학산문화사","","07830","3000","https://bookthumb-phinf.pstatic.net/cover/013/376/01337636.jpg?type=m1&udate=20151111","","830","아미논스톱","kitagawamiyuki저최미애역","2000-11-25","Y","Y","8952905563(6)"
"5075951","9788952905888","7","아미! 논스톱","Kitagawa Miyuki 저;최미애 역","학산문화사","","07830","3000","https://bookthumb-phinf.pstatic.net/cover/013/376/01337642.jpg?type=m1&udate=20151111","","830","아미논스톱","kitagawamiyuki저최미애역","2000-11-25","Y","Y","8952905881(7)"
"5075952","9788952906885","8","아미! 논스톱","Kitagawa Miyuki 저;최미애 역","학산문화사","","07830","3000","https://bookthumb-phinf.pstatic.net/cover/013/376/01337646.jpg?type=m1&udate=20151111","","830","아미논스톱","kitagawamiyuki저최미애역","2001-01-01","Y","Y","8952906888(8)"
"5075953","9788952908490","9","아미! 논스톱","Kitagawa Miyuki 저;최미애 역","학산문화사","","07830","3000","https://bookthumb-phinf.pstatic.net/cover/013/376/01337647.jpg?type=m1&udate=20151111","","830","아미논스톱","kitagawamiyuki저최미애역","2001-02-25","Y","Y","895290849X(9)"
"5075954","9788952909480","10","아미! 논스톱","Kitagawa Miyuki 저;최미애 역","학산문화사","","07830","3000","https://bookthumb-phinf.pstatic.net/cover/013/376/01337649.jpg?type=m1&udate=20151111","","830","아미논스톱","kitagawamiyuki저최미애역","2001-03-25","Y","Y","8952909488(10)"
"5075955","9788952910523","11","아미! 논스톱","Kitagawa Miyuki 저;최미애 역","학산문화사","","07830","3000","https://bookthumb-phinf.pstatic.net/cover/013/376/01337652.jpg?type=m1&udate=20151111","","830","아미논스톱","kitagawamiyuki저최미애역","2001-04-25","Y","Y","8952910524(11)"
"5075956","9788952911704","12","아미! 논스톱","Kitagawa Miyuki 저;최미애 역","학산문화사","","07830","3000","https://bookthumb-phinf.pstatic.net/cover/013/376/01337655.jpg?type=m1&udate=20151111","","830","아미논스톱","kitagawamiyuki저최미애역","2001-05-25","Y","Y","8952911709(12)"
"1674640","9780631218814","","(The)population of Europe:a history","Massimo Livi-Bacci;translated by Cynthia De Nardi Ipsen and Carl Ipsen","Blackwell Publishers","","","84757","https://bookthumb-phinf.pstatic.net/cover/005/404/00540421.jpg?type=m1&udate=20130701","THIS BOOK DESCRIBES THE HISTORY OF THE INTER-RELATIONSHIPS IN EUROPE BETWEEN POPULATION, LAND, RESOURCES, AND DISEASE.","","thepopulationofeuropeahistory","massimolivibaccitranslatedbycynthiadenardiipsenandcarlipsen","1999-08-01","Y","Y","0631218815"
"1674645","9780226744070","","Racialized politics:the debate about racism in America","edited by David O. Sears, Jim Sidanius, and Lawrence Bobo","University of Chicago Press","","","57510","https://bookthumb-phinf.pstatic.net/cover/003/492/00349282.jpg?type=m1&udate=20091228","ARE AMERICANS LESS PREJUDICED NOW THAN THEY WERE THIRTY YEARS AGO, OR HAS RACISM SIMPLY GONE &quot;UNDERGROUND&quot;? IS RACISM SOMETHING WE LEARN AS CHILDREN, OR IS IT A RESULT OF CERTAIN SOCIAL GROUPS STRIVING TO MAINTAIN THEIR PRIVILEGED POSITIONS IN SOCIETY? IN RACIALIZED POLITICS... ","","racializedpoliticsthedebateaboutracisminamerica","editedbydavidosears,jimsidanius,andlawrencebobo","1999-01-01","Y","Y","0226744078"
"1674654","9780333740453","","(The)return to Europe:the reintegration of Eastern Europe into the European economy","Alan Smith","St. Martin's Press, in association with School of Slavonic and East European Studies, University of London","","","248230","","","","thereturntoeuropethereintegrationofeasterneuropeintotheeuropeaneconomy","alansmith","","Y","Y","0333740459"
"1674728","9788947530156","","제강의 야금학","프란츠 외터스 지음;이해건 [공]옮김","한국경제신문","","03550","30000","https://bookthumb-phinf.pstatic.net/cover/022/177/02217773.jpg?type=m1&udate=20100622","화공학 전문서. 이 책은 저자의 강의 내용과 현장 교육내용을 중심으로 제강 공정에 관련된 화학 야금학 기본 원리에 관하여 설명한 것으로 열역학 원리, 야금 반응 속도론, 야금계 물질 전달, 용해속도에 이르기까지 담았다.","559.7142","제강의야금학","프란츠외터스지음이해건공옮김","1999-12-20","Y","Y","8947530158"
"1674741","9788995067543","","성경으로 본 조직신학","이실영 지음","엘출판사","","03230","6000","","","231","성경으로본조직신학","이실영지음","","Y","Y","8995067543"
"1675071","9788945831279","1 - 2","KS 핸드북:2000-2001","한국표준협회 [편]","한국표준협회","","93330","9000","https://bookthumb-phinf.pstatic.net/cover/020/995/02099556.jpg?type=m1&udate=20100111","RFID(Radio Frequency IDentification)는 바코드와 달리 태그와 리더를 직접 접촉하지 않고도 무선 주파수를 통해 상품이나 사람을 식별하는 기술이다. 상품에 RFID를 붙여 인공위성이나 이동통신망과 연계할 경우 생산, 유통, 보관, 소비의 모든 과정을 일관되게 파악할 수 있어 물류 혁명을 가져올 것으로... ","530.029","ks핸드북20002001","한국표준협회편","2005-05-31","Y","Y","8945831274(전2권)"
"5075960","9788945831293","1 - 2","KS 핸드북:2000-2001","한국표준협회 [편]","한국표준협회","","93330","77000","https://bookthumb-phinf.pstatic.net/cover/012/419/01241909.jpg?type=m1&udate=20060331","","530.029","ks핸드북20002001","한국표준협회편","20000821","Y","Y","8945831290"
"5075961","9788945812827","1 - 2","KS 핸드북:2000-2001","한국표준협회 [편]","한국표준협회","","93330","130000","","","530.029","ks핸드북20002001","한국표준협회편","2000","Y","Y","8945812822"
"1675080","9788988710241","","파종:전복심 장편소설","전복심 지음","민중출판사","","03810","8000","https://bookthumb-phinf.pstatic.net/cover/000/983/00098365.jpg?type=m1&udate=20131222","남자의 부모의 반대로 엇갈려 결혼하지 못한 한 여자가 사랑하는 남자의 아이를 낳아 기르다가 이미 다른 여자와 결혼한 그 남자와 다시 만나게 되지만 또다시 부모의 반대로 이번에는 아이를 빼앗기고 상처만 받게 된다. 아이를 보낸 여자는 기다려 달라는 남자의 말만 믿고 그 남자와의 추억이 남아 있는 곳을... ","813.6","파종전복심장편소설","전복심지음","2000-08-09","Y","Y","898871024X"
"1675111","9788970695198","","복식문화사","유효순;최해율 [공]편저","신광출판사","","93590","15000","https://bookthumb-phinf.pstatic.net/cover/000/228/00022823.jpg?type=m1&udate=20081117","","381.3","복식문화사","유효순최해율공편저","2000-08-31","Y","Y","8970695192"
"1675127","9788986488890","","(보험중개인 시험대비)민법총칙","김근전 편저","범론사","","13360","18000","https://bookthumb-phinf.pstatic.net/cover/000/838/00083816.jpg?type=m1&udate=20141212","","365.0077","보험중개인시험대비민법총칙","김근전편저","2003-03-05","Y","Y","8986488892"
"1675129","9788980500864","","'일본어? 몰라도 돼' 그냥 떠나자구!","홍차경 편저","맑은 소리","","13730","7500","https://bookthumb-phinf.pstatic.net/cover/000/574/00057417.jpg?type=m1&udate=20130628","현지에서 통용되는 일본어 실용회화를 총망라한 책. 여행의 준비단계에서부터 돌아올 때까지의 절차를 간단, 명료하게 안내하고, 교통, 숙박지, 관광지, 문화 및 풍습 등 여행지에 관한 알찬 정보를 소개했다. 아울러 여행지에서 일어날 상황들을 설정해 그때 꼭 필요한 단어 및 회화문장을 제시했다.","737.5","일본어몰라도돼그냥떠나자구","홍차경편저","2000-07-20","Y","Y","8980500866"
"1675144","9788944108181","","새 맞춤법과 교정의 실제","미승우 저","어문각","","93710","20000","https://bookthumb-phinf.pstatic.net/cover/000/120/00012003.jpg?type=m1&udate=20150518","교육부에서 발표한 &quot;한글맞춤법&quot;과 &quot;표준어 규정&quot;에 바탕하여 수백 종의 예문을 제시하고 설명한 우리글·우리말 지침서. 문장 작법의 가장 기초적인 문제들을 해결하는 한편, 출판·편집 업무에 종사하는 사람들이 알아두어야 할 문제들, 특히 교정 분야에 관한 이야기들을 자세히 다루고 있다.","711.25","새맞춤법과교정의실제","미승우저","2000-09-01","Y","Y","8944108188"
"1675209","9788976264831","上/","禪宗永嘉集諺解의 國語學的 硏究","李有基;陸孝昌 공저","태학사","","94710","","","","711.2","의","공저","","Y","Y","8976264835(세트)"
"2531888","9788976264848","上/","禪宗永嘉集諺解의 國語學的 硏究","李有基;陸孝昌 공저","태학사","","94710","25000","https://bookthumb-phinf.pstatic.net/cover/012/365/01236533.jpg?type=m1&udate=20170831","국어학교재. 국문학과 학생 혹은 국어학에 관심이 많은 이들에게 적합하다.","711.2","의","공저","1999-09-07","Y","Y","8976264843"
"1675283","9788984001923","1 - 3/","風雲天下","사마달 지음","대현문화사","","04810","6800","https://bookthumb-phinf.pstatic.net/cover/022/177/02217792.jpg?type=m1&udate=20160323","아수라의 마력을 이은 밀천마역. 그들의 마수는 천하 를 피의 폭풍으로 몰아가고 단 하나의 무기, 죽음으로써 그들의 혈보를 막는 불멸회. 그들은 하나의 인간을천하에 내놓는다. 십천지력을 품에 안으려 천하를 휘 도는 하후량. 장편 무협소설.","813.6","","사마달지음","1999-12-27","Y","Y","8984001929"
"1675289","9788989278009","","불새:이부직소설집","이부직 저","이소","","03810","7500","https://bookthumb-phinf.pstatic.net/cover/001/025/00102551.jpg?type=m1&udate=20130425","1946년 출생해 95년 삼성문예상을 수상하면서 등단하고 99년 타계한 저자의 소설집. &lt;35세 되던 해&gt;, &lt;송광사&gt;,&lt;내림 나 소나타&gt; 등 5편의 중단편을 실었다.","813.6","불새이부직소설집","이부직저","2000-08-15","Y","Y","8989278007"
"2823924","9788984001930","1 - 3/","風雲天下","사마달 지음","대현문화사","","04810","6800","http://image.aladin.co.kr/product/21/62/cover/8984001937_1.gif","아수라의 마력을 이은 밀천마역. 그들의 마수는 천하 를 피의 폭풍으로 몰아가고 단 하나의 무기, 죽음으로써 그들의 혈보를 막는 불멸회. 그들은 하나의 인간을천하에 내놓는다. 십천지력을 품에 안으려 천하를 휘 도는 하후량. 장편 무협소설.","813.6","","사마달지음","1999-12-27","Y","Y","8984001937"
"2823925","9788984001947","1 - 3/","風雲天下","사마달 지음","대현문화사","","04810","6800","","아수라의 마력을 이은 밀천마역. 그들의 마수는 천하 를 피의 폭풍으로 몰아가고 단 하나의 무기, 죽음으로써 그들의 혈보를 막는 불멸회. 그들은 하나의 인간을천하에 내놓는다. 십천지력을 품에 안으려 천하를 휘 도는 하후량. 장편 무협소설.","813.6","","사마달지음","1999-12-27","Y","Y","8984001945"
"1294565","9788983040114","9 - 10권","한국교회 베스트 설교집=Church growth preaching","명성훈 엮음","교회성장연구소","","04230","","","","235.2","한국교회베스트설교집churchgrowthpreaching","명성훈엮음","","Y","Y","8983040114(세트)"
