"SEQ_NO","ISBN_THIRTEEN_NO","VLM_NM","TITLE_NM","AUTHR_NM","PUBLISHER_NM","PBLICTE_DE","ADTION_SMBL_NM","PRC_VALUE","IMAGE_URL","BOOK_INTRCN_CN","KDC_NM","TITLE_SBST_NM","AUTHR_SBST_NM","TWO_PBLICTE_DE","INTNT_BOOKST_BOOK_EXST_AT","PORTAL_SITE_BOOK_EXST_AT","ISBN_NO"
"5275710","9791159674198","","(NCS) 방송콘텐츠 제작 :2016 보완 ","지은이: 한국산업인력공단","휴먼컬처아리랑","","93300","25000","https://image.aladin.co.kr/product/9256/73/cover/k362535219_1.jpg","국가직무능력표준(NCS, national competency standards1)은 산업현장에서 직무를 수행하기 위해 요구되는 지식·기술·소양 등의 내용을 국가가 산업부문별·수준별로 체계화한 것으로, 국가적 차원에서 표준화한 것을 의미한다.","326.73","ncs방송콘텐츠제작2016보완","지은이한국산업인력공단","2016-09-10","Y","Y",""
"5276045","9791195670413","","맛의 미학 ","프로젝트 아메바 엮음 ;최유경","예술공작소 시주라","","93600","","","","181.24","맛의미학","프로젝트아메바엮음최유경","","Y","Y",""
"2615649","9788992119498","","2번 그게 너야 :불리한 위치에서 불리한 방향으로 향하는 사람 ","이원익 지음","청출판","","03300","13000","http://image.aladin.co.kr/product/4676/94/cover/8992119496_1.jpg","정신과 전문의 이원익 저자는 개원 이래 병원을 찾아온 수많은 사람들을 치료하는 과정에서 특별한 관찰을 하기 시작했고, 그 속에서 개인들의 일반적인 특징들을 발견하게 되었다.","181.9","2번그게너야불리한위치에서불리한방향으로향하는사람","이원익지음","2014-09-24","Y","Y","9788992119498"
"3444003","9788996579434","","현대인의 미래보감 :운명과 인연 ","朴柱陽 編著","주양문화사","","03180","16000","https://bookthumb-phinf.pstatic.net/cover/116/375/11637569.jpg?type=m1&udate=20170217","『현대인의 미래보감』은 척사점을 통해 미래 운명과 인연에 대해 알아보고자 한다. 척사점의 이론적 근거와 다양한 응용, 척사점을 근거로 한 본서법 절차의 예측방법 등이 수록되어 있다.","188","현대인의미래보감운명과인연","","2016-11-30","Y","Y",""
"5275701","9791159674396","","(NCS) 창구사무 :2016 보완 ","지은이: 한국산업인력공단","휴먼컬처아리랑","","93300","22000","https://image.aladin.co.kr/product/9272/88/cover/k832535311_1.jpg","국가직무능력표준(NCS, national competency standards1))은 산업현장에서 직무를 수행하기 위해요구되는 지식  기술  소양 등의 내용을 국가가 산업부문별  수준별로 체계화한 것으로, 국가적 차원에서 표준화한 것을 의미한다.","327.535","ncs창구사무2016보완","지은이한국산업인력공단","2016-09-25","Y","Y",""
"3678893","9788981685294","","윤리적 자아와 행복한 삶 ","정영근,이병옥 지음","문음사","","03370","17000","https://bookthumb-phinf.pstatic.net/cover/110/238/11023834.jpg?type=m1&udate=20170925","『윤리적 자아와 행복한 삶』은 도덕의 가치에 대한 성찰과 윤리적 자아의 형성이라는 목적에 의해 집필된 책이다. 도덕이 필요한 이유와 가치, 도덕적 자아의 형성과 도덕의 궁극목적으로서 행복 문제를 다룬다. 규범윤리 가운데 결과주의 윤리학의 의미와 한계에 대해서도 이야기를 나누고 있다. 더불어 니체와... ","190","윤리적자아와행복한삶","정영근,이병옥지음","2016-02-15","Y","Y",""
"5275717","9791159674464","","(NCS) 세무 :2016 보완 ","지은이: 한국산업인력공단","휴먼컬처아리랑","","93300","25000","https://image.aladin.co.kr/product/9272/87/cover/k882535311_1.jpg","국가직무능력표준(NCS, national competency standards1))은 산업현장에서 직무를 수행하기 위해요구되는 지식  기술  소양 등의 내용을 국가가 산업부문별  수준별로 체계화한 것으로, 국가적 차원에서 표준화한 것을 의미한다.","329.4","ncs세무2016보완","지은이한국산업인력공단","2016-09-10","Y","Y",""
"5275722","9788983496959","","노랑제비와 처녀치마 :어느 작은 목사의 일기 ","김만기 지음","한들출판사","","93230","","","","230.4","노랑제비와처녀치마어느작은목사의일기","김만기지음","","Y","Y",""
"5283154","9788997110827","","시민이 함께 하는 새로운 에너지세상 :1985 2015 ","집필: 이행배","SH공사 집단에너지사업단","","93900","","","","321.3","시민이함께하는새로운에너지세상19852015","집필이행배","","Y","Y",""
"2942071","9788986828788","","2014년 세계경제의 향방은? /2014 IGE/KITA global trade forum ","Martin Feldstein [저]","IGE(세계경제연구원)","","03320","9800","http://image.aladin.co.kr/product/4089/36/cover/8986828782_1.jpg","『유럽경제, 살아날 것인가? 2014년 세계경제의 향방은?』은 유럽경제를 다룬 책이다. 영문과 국문을 함께 수록했다.","322.8","2014년세계경제의향방은2014igekitaglobaltradeforum","martinfeldstein저","2014-04-23","Y","Y",""
