"SEQ_NO","ISBN_THIRTEEN_NO","VLM_NM","TITLE_NM","AUTHR_NM","PUBLISHER_NM","PBLICTE_DE","ADTION_SMBL_NM","PRC_VALUE","IMAGE_URL","BOOK_INTRCN_CN","KDC_NM","TITLE_SBST_NM","AUTHR_SBST_NM","TWO_PBLICTE_DE","INTNT_BOOKST_BOOK_EXST_AT","PORTAL_SITE_BOOK_EXST_AT","ISBN_NO"
"3596287","9788948030914","","글로벌농업인재양성 :2014 친농업·친수요자 교육교재 ","집필자: 박선용,신영안","농촌진흥청 역량개발과(농촌인적자원개발센터)","","93520","","","","520.7","글로벌농업인재양성2014친농업친수요자교육교재","집필자박선용,신영안","","Y","Y","9788948030914"
"2859459","9791155980033","2","한국 군사인물연구 :조선편","지은이: 전호수","국방부군사편찬연구소","","93390","","","","390.911","한국군사인물연구조선편","지은이전호수","","Y","Y","9791155980033 (2)"
"3596340","9788960826946","","난 이 음식이 좋아! :나의 첫 루크 두뇌조깅 ","글: 미하엘 융아 ;뮌헨","루크북스","","74080","6000","","","375.1","난이음식이좋아나의첫루크두뇌조깅","글미하엘융아뮌헨","","Y","Y","9788960826946"
"3596374","9788926990605","1","기출 마스터 중학 영어 :천재교과서 정사열","정사열 [저]","천재교과서","","53740","10000","https://image.aladin.co.kr/product/4559/40/cover/8926990605_1.jpg","'기출 마스터 중학 영어' 영어 내신 100점을 위한 모든 것을 담았다. 새 교육과정 교과서를 완벽히 이해할 수 있는 풍부한 연습 활동과 전국 중학교 시험지를 분석하여 적중률 높은 최신 기출 문제를 수록하였다.","740","기출마스터중학영어천재교과서정사열","정사열저","2014-09-01","Y","Y","9788926990605 (1)"
"5212896","9788926990636","2","기출 마스터 중학 영어 :천재교과서 정사열","정사열 [저]","천재교과서","","53740","10000","https://bookthumb-phinf.pstatic.net/cover/080/951/08095178.jpg?type=m1&udate=20140831","'기출 마스터 중학 영어' 영어 내신 100점을 위한 모든 것을 담았다. 새 교육과정 교과서를 완벽히 이해할 수 있는 풍부한 연습 활동과 전국 중학교 시험지를 분석하여 적중률 높은 최신 기출 문제를 수록하였다. 또한, 선택형(객관식)은 물론 창의 서술형/논술형(주관식)까지 기출 마스터 한 권으로 해결이... ","740","기출마스터중학영어천재교과서정사열","정사열저","20140901","Y","Y","9788926990636 (2)"
"3596382","9788926984130","","E연계 top choice 80 :e·수능특강 영어 ","저자: 이민규,남조우","천재교육","","53740","9500","https://image.aladin.co.kr/product/3654/75/cover/8926984133_1.jpg","EBS 수능특강에 실린 지문 중 핵심 지문 80개를 선정하고, 선정된 지문에 출제 가능한 변형 문제를 제시하였다. 어려운 지문을 재미있고 쉽게 학습하는 핵심 지문 분석80도 함께 제공한다.","740","e연계topchoice80e수능특강영어","저자이민규,남조우","2014-02-15","Y","Y","9788926984130"
"3596389","9788926986387","","(고등 셀파) 세계사 ","저자: 최준채,강승호","천재교육","","53910","16000","https://image.aladin.co.kr/product/4487/28/cover/8926986381_1.jpg","자율학습을 통해 스스로 공부하는 학생을 위한 자기주도학습 기본서로, 내신 및 수능의 기초를 다질 수 있다. 자세한 개념 설명과 4종 교과서의 공통 자료, 단계별 문제 구성 및 새로운 경향의 문제를 수록하였다. 모든 문제에 대한 상세한 해설과 친절한 오답 풀이를 제공한다.","909","고등셀파세계사","저자최준채,강승호","2014-08-15","Y","Y","9788926986387"
"1159784","9788972437000","","김령 ","지은이: 김령","서문당","","03650","","","","653.11","김령","지은이김령","","Y","Y","9788972437000"
"3899331","9788972436676","","박은숙 ","지은이: 박은숙","서문당","","03650","10000","https://bookthumb-phinf.pstatic.net/cover/085/396/08539671.jpg?type=m1&udate=20150721","『박은숙(PARK EUN SOOK)』은 화가 박은숙의 작품을 엮은 작품집이다. 색채의 밀도와 순도를 높여 종래의 그래피즘에다 올피즘이나 레이오니즘의 효과를 보여준다. 고채도를 이용한 3차원의 깊이를 강화했다.","653.11","박은숙","지은이박은숙","2014-12-15","Y","Y","9788972436676"
"3046068","9788972436683","","김령 ","지은이: 김령","서문당","","03650","10000","https://bookthumb-phinf.pstatic.net/cover/086/366/08636697.jpg?type=m1&udate=20150721","『김령』은 예술가 김령의 작품을 담은 책이다. '홀로서기', '해탈', '생의 환타지아', '10'S', '20'S', '40'S', '꿈', '푸른 밤', '꽃의 얼굴', '첫사랑' 등 아름다운 작품을 다수 수록했다.","653.11","김령","지은이김령","2015-01-07","Y","Y","9788972436683"
