"SEQ_NO","ISBN_THIRTEEN_NO","VLM_NM","TITLE_NM","AUTHR_NM","PUBLISHER_NM","PBLICTE_DE","ADTION_SMBL_NM","PRC_VALUE","IMAGE_URL","BOOK_INTRCN_CN","KDC_NM","TITLE_SBST_NM","AUTHR_SBST_NM","TWO_PBLICTE_DE","INTNT_BOOKST_BOOK_EXST_AT","PORTAL_SITE_BOOK_EXST_AT","ISBN_NO"
"1314975","9788970001692","","한글 윈도우 98 & 한글 815","김강;조규천 공저","연학사","","93560","16000","http://image.aladin.co.kr/product/16/53/cover/8970001697_1.jpg","마이크로소프트사의 한글 윈도우 98과 한글과컴퓨터사의 한글 815판을 상세하게 해설한 컴퓨터 지침서.    윈도우 98 프로그램의 기초를 비롯해 단축 아이콘 만 들기,제어판에서의 설정, 인터넷 통신을 해설하고,   문서작성의 기초부터 인쇄까지를 완벽히 정리했다.","005.43","한글윈도우98한글815","김강조규천공저","1998-11-25","Y","Y","8970001697"
"1314981","9788931410662","","컴퓨터활용능력:3급 필기","영진정보연구소 저","영진출판사","","13000","10000","http://image.aladin.co.kr/product/14/79/cover/8931410662_1.jpg","컴퓨터활용능력시험 대비서. 컴퓨터 시스템의 개요부 터 컴퓨터 하드웨어, PC운영체제, 컴퓨터 소프트웨어,프로그래밍 언어, PC통신, 인터넷, 통신보안에 이르기까지 컴퓨터 전반을 5장에 나누어 설명하고 모의고사 3회분을 부록에 담았다.","004.076","컴퓨터활용능력3급필기","영진정보연구소저","1998-11-20","Y","Y","8931410662"
"1315069","9788971220566","2","자동차 정비.검사 실기실습:산업기사.기사 실기검정 대비","황순백 엮음","중원사","","93550","15000","","","556.53","자동차정비검사실기실습산업기사기사실기검정대비","황순백엮음","1998-09-07","Y","Y","8971220562"
"1315076","9788979020021","","험악한 세월:정학봉의 살아온 이야기","정학봉 지음","동서남북","","03230","14000","https://bookthumb-phinf.pstatic.net/cover/021/441/02144176.jpg?type=m1&udate=20070331","","230.99","험악한세월정학봉의살아온이야기","정학봉지음","","Y","Y","8979020023"
"1315089","9788931410549","","('99)사무자동화산업기사:실기 특별대비","영진정보연구소 저","영진출판사","","13000","18000","http://image.aladin.co.kr/product/6/91/cover/8931410549_1.jpg","모의고사에 대한 자세한 해설을 달아 초보자도 충분히 이해할 수 있도록 하여 유사문제나 변형된 문제에 대해서도 충분히 대처할 수 있도록 하였습니다. 별도로 수록된 기출문제를 제외한 기출문제를 모의고사 내에 수록하여 자연스럽게 기출문제를 풀어보도록 하였습니다.변경된 기출문제를 자세한 해설과 함께 수록하였습니다.사무 ...","325.431076","99사무자동화산업기사실기특별대비","영진정보연구소저","1998-11-10","Y","Y","8931410549"
"1315162","9788986283426","3:","나는 당신을 사랑합니다","백선애 외지음","느낌","","04810","19500","","","181.71","나는당신을사랑합니다","백선애외지음","1998-10-01","Y","Y","8986283425(세트)"
"6363461","9791190176631","15","놓지 마 과학!","신태훈;나승훈 글·그림","","","","","","","400","놓지마과학","신태훈나승훈글그림","","Y","Y",""
"1300496","9788939808164","","(요한복음 공부)예수님의 생명윤리:청장년 성경공부를 위한","맹용길 지음","한국장로교출판사","","93230","5000","","설교예문을 비롯해 설교 방법을 조언한 지침글. 설교 를 위한 기초로서 성경이야기를 반복하여 말하기, 이 야기식 설교의 요소들, 구성으로서 이야기, 설교의 연결을 위한 다리로서의 경험이야기, 이야기식 설교의  실제 등 설교 요령을 설명했다.","233.65","요한복음공부예수님의생명윤리청장년성경공부를위한","맹용길지음","1998-06-30","Y","Y","8939808169"
"2395670","9788986283457","3","나는 당신을 사랑합니다","백선애 외지음","느낌","","04810","6500","https://bookthumb-phinf.pstatic.net/cover/000/820/00082014.jpg?type=m1&udate=20131005","이 책은 우리 나라와 세계 각국의 젊은이들이 하이텔과 인터넷에 올린 사랑과 연애, 남녀 심리에 대한 글들을 발췌하여 남녀가 사랑을 만들어 가는데 좋은 지침서가 될 수 있도록 만들었다. 1권 &lt;남녀심리&gt;편, 2권 &lt;사랑편&gt;, 3권 &lt;연애편&gt;, 4권&lt;결혼편&gt;으로 나누어 이성을 만나 사랑하고... ","181.71","나는당신을사랑합니다","백선애외지음","1998-09-14","Y","Y","898628345X (3)"
"1271499","9788977761711","제3권","침묵의 승부사:이을록 장편소설","이을록 지음","자유시대사","","04810","6500","","","813.6","침묵의승부사이을록장편소설","이을록지음","1997-07-15","Y","Y","8977761719"
