"SEQ_NO","ISBN_THIRTEEN_NO","VLM_NM","TITLE_NM","AUTHR_NM","PUBLISHER_NM","PBLICTE_DE","ADTION_SMBL_NM","PRC_VALUE","IMAGE_URL","BOOK_INTRCN_CN","KDC_NM","TITLE_SBST_NM","AUTHR_SBST_NM","TWO_PBLICTE_DE","INTNT_BOOKST_BOOK_EXST_AT","PORTAL_SITE_BOOK_EXST_AT","ISBN_NO"
"6319332","9791166626241","","(해커스공무원) 최신 1개년 기출문제집 :9급 전 직렬 ","지은이: 해커스 공무원시험연구소","해커스패스","","13910","12000","https://image.aladin.co.kr/product/27892/81/cover/k242734300_1.jpg","2022년 공무원 시험 합격! 최근 1개년 공무원 한국사 기출문제를 단원별로 재구성하였다. 상세하고 꼼꼼한 해설을 통해 한 문제를 풀어도 완벽한 이해가 가능하며, 최신 기출문제를 완벽 분석한 [직렬별 출제 경향 및 학습방법]으로 전략적 학습이 가능하다.","911.0077","해커스공무원최신1개년기출문제집9급전직렬","지은이해커스공무원시험연구소","2021-09-07","Y","Y",""
"6319366","9791166627057","","(해커스소방) 이영철 소방학개론 :합격생 필기노트 ","지은이: 이영철","해커스패스","","13350","12000","https://image.aladin.co.kr/product/27926/59/cover/k662734718_1.jpg","'2022 해커스소방 이영철 소방학개론 합격생 필기노트'는 최신 소방학개론 시험의 출제경향을 바탕으로 출제의 포인트가 되는 핵심 키워드와 그 내용을 선별하여 수록함으로써 시험에 꼭 나오는 필수 내용만을 효과적으로 압축 정리한 교재이다.","539.99077","해커스소방이영철소방학개론합격생필기노트","지은이이영철","2021-09-15","Y","Y",""
"6342900","9791166626722","","(해커스경찰) 이상훈 경찰학 :경찰채용｜경찰간부｜경찰승진 ","지은이: 이상훈","해커스패스","","","47000","https://bookthumb-phinf.pstatic.net/cover/209/060/20906012.jpg?type=m1&udate=20211110","(1) 합격을 위한 경찰학 필수 기본서(2) 효율적 학습을 위한 다양한 학습장치 수록(3) 최신 개정법령, 판례 및 출제경향 반영 (4) 기출지문 OX와 기출문제 확인을 함께 수록(5) 전문 강사진의 온 ? 오프라인 강의 제공(6) 경찰공무원 학원 정보 및 시험 정보 제공 - POLICE.HACKERS.COM","351.17077","해커스경찰이상훈경찰학경찰채용경찰간부경찰승진","지은이이상훈","20210910","Y","Y",""
"6319408","9791166626562","","(해커스소방) 한국사 핵심 기출 OX ","지은이: 해커스 소방시험연구소","해커스패스","","13910","19000","https://image.aladin.co.kr/product/27858/57/cover/k042734792_1.jpg","소방 한국사 시험 대비에 최적화된 OX 문제집으로, 기출 지문을 통해 소방 필수 개념을 암기할 수 있다. '시험 직전! 필수 암기'를 통해 빈출 키워드를 정리하고, OX 문제를 풀며 스스로 약점 체크 및 보완을 할 수 있다. 회독용 답안지를 활용하여 효율적인 회독 학습이 가능하다.","911.0077","해커스소방한국사핵심기출ox","지은이해커스소방시험연구소","2021-09-02","Y","Y",""
"6319338","9791166626739","1","(해커스경찰) 이상훈 경찰학 :경찰채용｜경찰간부｜경찰승진 ","지은이: 이상훈","해커스패스","","14350","","","","351.17077","해커스경찰이상훈경찰학경찰채용경찰간부경찰승진","지은이이상훈","","Y","Y",""
"6319538","9791166626746","2","(해커스경찰) 이상훈 경찰학 :경찰채용｜경찰간부｜경찰승진 ","지은이: 이상훈","해커스패스","","14350","","","","351.17077","해커스경찰이상훈경찰학경찰채용경찰간부경찰승진","지은이이상훈","","Y","Y",""
"5513233","9788937409066","","재의 얼굴로 지나가다 :오정국 시집 ","지은이: 오정국","민음사","","04810","10000","https://bookthumb-phinf.pstatic.net/cover/207/710/20771094.jpg?type=m1&udate=20210722","고통이라는 피안,외지의 밤을 걷는 고행자의 기도오정국 시인의 신작 시집 『재의 얼굴로 지나가다』가 민음의 시 286번으로 출간되었다. 가볍고 투명한 물에 대비해 아래로 무겁게 가라앉는 진흙의 이미지에서 실존의 형상을 구하려 했던 『파묻힌 얼굴』(2011)과 세계와의 갈등에서 벗어날 수 없으나 맹목을... ","811.7","재의얼굴로지나가다오정국시집","지은이오정국","20210714","Y","Y",""
"6317651","9791191735130","","(큐브레인) 경도인지장애(치매) 예방과 치유 :뇌의 목소리에 귀 기울이자 ","Kim Fine 편저","조은","","93510","12000","https://image.aladin.co.kr/product/28060/39/cover/k602734633_1.jpg","","513.898","큐브레인경도인지장애치매예방과치유뇌의목소리에귀기울이자","kimfine편저","2021-10-01","Y","Y",""
"6319415","9791156263487","","손병익 경제학 강의노트 :미시/거시 경제학 개념정리 ","지은이: 손병익","샘앤북스","","93320","17000","https://image.aladin.co.kr/product/27854/17/cover/k002734798_1.jpg","이 책은 제 강의를 통해 경제학을 공부하는 수험생분들의 효율적인 학습을 위해 만들었습니다. 한 때 경제학을 공부하는 수험생이었고, 이제는 경제학을 강의하는 입장에서 항상 상반되는 두가지 생각이 대립합니다. 필기로 강의를 진행할 것인가 혹은 강의 노트로 강의를 진행할 것인가 하는 생각 말입니다.이... ","320.077","손병익경제학강의노트미시거시경제학개념정리","지은이손병익","2021-08-30","Y","Y",""
"6320734","9791156059578","","멀고도 먼 길 :서재균 산문집 ","지은이: 서재균","신아출판사","","03810","15000","https://bookthumb-phinf.pstatic.net/cover/209/450/20945051.jpg?type=m1&udate=20210927","","814.62","멀고도먼길서재균산문집","지은이서재균","20210914","Y","Y",""
"5926775","9788958969488","","부산형 자치경찰제 추진 모델 개발에 관한 연구 ","연구책임: 최종술","BDI(부산연구원)","","93350","","","","351.172","부산형자치경찰제추진모델개발에관한연구","연구책임최종술","","Y","Y",""
"6310188","9788960518865","","부의 흑역사 :왜 금융은 우리의 경제와 삶을 망치는 악당이 되었나 ","니컬러스 섁슨 지음 ;김진원 옮김","부·키","","03320","22000","https://image.aladin.co.kr/product/28031/16/cover/8960518867_1.jpg","금융이 생산 부문에 자본을 공급하는 본연의 역할에서 벗어나 거대한 부의 약탈 기계로 변모하는 '금융화'의 전모를 생생히 추적한 책이다. 저자는 금융 부문이 적정한 규모를 넘어서 지나치게 비대해진 역사적 과정을 낱낱이 파헤치고, 이 비정상적인 금융화가 경제와 사회 전반 그리고 개인의 삶에 끼치는 피해 양상을 적나라하게 고발한다.","327","부의흑역사왜금융은우리의경제와삶을망치는악당이되었나","니컬러스섁슨지음김진원옮김","2021-09-30","","",""
